pos1,pos2,nbreak_per_haploid_genome,chrom,rilname
382007,4519691,2,III,QG3200
10868451,10868451,2,III,QG3201
11789214,11930804,2,III,QG3201
10878813,10973375,2,III,QG3202
11676282,11677013,2,III,QG3202
382007,4519691,2,III,QG3203
9442469,9631320,2,III,QG3203
9987886,10000729,2,III,QG3203
11612420,11612420,2,III,QG3203
11741973,11806028,2,III,QG3203
11173351,11215998,2,III,QG3205
11462968,11528642,2,III,QG3205
10287513,10287513,2,III,QG3206
11432475,11458898,2,III,QG3206
11450759,11462881,2,III,QG3206
11697147,11700495,2,III,QG3206
382007,4519691,2,III,QG3207
4519757,10145382,2,III,QG3207
10920653,10947430,2,III,QG3207
882372,882494,2,III,QG3208
11034775,11038887,2,III,QG3208
11217327,11218354,2,III,QG3208
11803562,11817813,2,III,QG3208
11841294,11844683,2,III,QG3208
9415140,9559938,2,III,QG3209
9911629,10474851,2,III,QG3209
11610333,11610333,2,III,QG3209
11741973,11806028,2,III,QG3209
9415140,9559938,2,III,QG3211
1224373,1224373,2,III,QG3212
1950368,1954803,2,III,QG3212
2095208,2098245,2,III,QG3212
3864439,3900509,2,III,QG3212
9907633,9907673,2,III,QG3212
10157927,10254446,2,III,QG3212
10993759,11047112,2,III,QG3212
11708404,11749475,2,III,QG3212
11803562,11806028,2,III,QG3212
1237307,2044911,2,III,QG3213
8713328,8869502,2,III,QG3213
9948074,9948074,2,III,QG3213
11562981,11563083,2,III,QG3213
1237307,2044911,2,III,QG3214
10541766,10973375,2,III,QG3214
12188566,12188582,2,III,QG3214
1886966,1887016,2,III,QG3215
10157927,10254446,2,III,QG3215
11544202,11572011,2,III,QG3215
1485757,1486178,2,III,QG3217
9922583,9941399,2,III,QG3217
10993759,11047112,2,III,QG3217
11462968,11528642,2,III,QG3217
1343658,1343658,1,III,QG3219
8530804,8544652,1,III,QG3219
9439245,9448931,2,III,QG3219
10319647,10319794,2,III,QG3219
10675301,10919843,2,III,QG3219
11706894,11722112,2,III,QG3219
11197417,11215998,2,III,QG3220
1184359,1184482,2,III,QG3221
4519757,10145382,2,III,QG3221
11666043,11666079,2,III,QG3221
11906689,11906788,2,III,QG3221
382007,4519691,2,III,QG3222
10957682,11028762,2,III,QG3222
1256026,1256026,2,III,QG3223
1570515,1582220,2,III,QG3223
10957682,11028762,2,III,QG3223
11193076,11195121,2,III,QG3223
11427095,11428631,2,III,QG3223
8713328,8869502,2,III,QG3224
10088992,10157662,2,III,QG3224
10920653,10947430,2,III,QG3224
11741973,11749475,2,III,QG3224
11768172,11772372,2,III,QG3224
1237307,2044911,2,III,QG3225
10449799,10449799,2,III,QG3225
10943794,10943794,2,III,QG3225
711883,711990,2,III,QG3226
11135672,11136793,2,III,QG3226
11517778,11539151,2,III,QG3226
382007,4519691,2,III,QG3227
4519757,10145382,2,III,QG3227
11137943,11152600,2,III,QG3227
2608229,2608229,2,III,QG3230
10957682,11028762,2,III,QG3230
12011193,12011196,2,III,QG3230
883941,897123,2,III,QG3231
4519757,10145382,2,III,QG3231
9911629,10474851,2,III,QG3231
11170549,11170549,2,III,QG3231
11741973,11806028,2,III,QG3231
1819260,1819260,2,III,QG3232
9987886,10000729,2,III,QG3232
11173351,11215998,2,III,QG3232
1237307,2044911,2,III,QG3233
9911629,10474851,2,III,QG3233
382007,4519691,2,III,QG3234
8555606,8818844,2,III,QG3234
10785321,10791339,1,III,QG3234
10895223,10895515,1,III,QG3234
11544202,11572011,2,III,QG3234
11594617,11630829,2,III,QG3234
435504,435519,2,III,QG3235
1237307,2044911,2,III,QG3235
4074046,4074046,2,III,QG3235
10993759,11047112,2,III,QG3235
11906689,11906788,2,III,QG3235
382007,4519691,2,III,QG3236
8555606,8818844,2,III,QG3236
11594617,11630829,2,III,QG3236
1006441,1006441,2,III,QG3237
1237307,2044911,2,III,QG3237
4519757,10145382,2,III,QG3237
11173351,11215998,2,III,QG3237
12177632,12179236,2,III,QG3237
851918,880434,2,III,QG3238
1237307,2044911,2,III,QG3239
10541766,10973375,2,III,QG3239
10957682,11028762,2,III,QG3239
11173351,11215998,2,III,QG3239
382007,4519691,2,III,QG3240
9911629,10474851,2,III,QG3240
10541766,10973375,2,III,QG3240
1485757,1486178,2,III,QG3241
3904118,3928193,2,III,QG3241
9737666,9744427,2,III,QG3241
11092267,11092278,1,III,QG3241
11242462,11243420,1,III,QG3241
11768172,11772372,2,III,QG3241
9521710,9533998,2,III,QG3243
10074244,10074248,2,III,QG3243
10895223,10895515,2,III,QG3243
11471269,11475097,2,III,QG3243
2781576,2781707,2,III,QG3244
11778796,11789214,2,III,QG3244
382007,4519691,2,III,QG3245
10257353,10262369,1,III,QG3245
10675301,10919843,1,III,QG3245
11775434,11776856,2,III,QG3245
1014348,1014400,2,III,QG3246
9869494,9911602,2,III,QG3246
11644783,11644805,2,III,QG3246
11796907,11796907,2,III,QG3246
9911629,10145382,2,III,QG3248
10088992,10157662,2,III,QG3248
10675301,10919843,2,III,QG3248
11973174,11973463,2,III,QG3248
9911629,10474851,2,III,QG3249
10675301,10919843,2,III,QG3249
11411178,11427304,2,III,QG3249
9052067,9053114,2,III,QG3250
9368917,9368917,2,III,QG3250
10943794,10943794,2,III,QG3250
1237307,2044911,2,III,QG3251
8555606,8818844,1,III,QG3251
9911629,10474851,1,III,QG3251
10675301,10919843,2,III,QG3251
11795883,11796290,2,III,QG3251
1237307,2044911,2,III,QG3252
1237307,2044911,2,III,QG3254
9911629,10474851,2,III,QG3254
10895223,10895515,2,III,QG3254
10943794,10943794,2,III,QG3254
10541766,10973375,2,III,QG3255
11594617,11630829,2,III,QG3255
1562874,1566519,2,III,QG3256
9987886,10000729,2,III,QG3256
10957682,10973375,2,III,QG3256
11594617,11630829,2,III,QG3256
11362692,11365286,2,III,QG3257
11908551,11915076,2,III,QG3257
10234112,10246691,2,III,QG3258
3760550,3761106,1,III,QG3261
10675301,10919843,2,III,QG3261
10895223,10895515,2,III,QG3262
11803562,11817813,2,III,QG3262
1237307,2044911,2,III,QG3263
4519757,10145382,2,III,QG3263
11517778,11632982,2,III,QG3263
11977254,11977334,2,III,QG3263
1842079,1842079,2,III,QG3264
11758215,11758360,2,III,QG3264
11796907,11796907,2,III,QG3264
382007,4519691,2,III,QG3265
4519757,10145382,2,III,QG3265
10920653,10947430,2,III,QG3265
12014477,12014477,2,III,QG3265
9573552,9573552,2,III,QG3266
9987886,10000729,2,III,QG3266
11047105,11080944,2,III,QG3266
11544202,11572011,2,III,QG3266
11841294,11844365,2,III,QG3266
4519757,10145382,2,III,QG3267
10957682,11028762,2,III,QG3267
1610804,1610860,2,III,QG3268
9338165,9338301,2,III,QG3268
9442469,9631320,2,III,QG3268
9987886,10000729,2,III,QG3268
1510770,1516583,2,III,QG3269
4023349,4053101,2,III,QG3269
4519757,10145382,2,III,QG3269
10957682,11028762,2,III,QG3269
11165192,11186115,2,III,QG3269
11539151,11658587,2,III,QG3269
817112,831924,2,III,QG3270
10957682,11028762,2,III,QG3270
11807196,11807196,2,III,QG3270
817112,831924,2,III,QG3271
4462083,4462147,2,III,QG3271
8753384,8818844,2,III,QG3271
11707419,11707430,2,III,QG3271
817112,817115,1,III,QG3272
1933698,1940392,2,III,QG3272
10629259,10783299,2,III,QG3272
10835961,10857736,2,III,QG3272
10957682,11028762,2,III,QG3273
11741973,11806028,2,III,QG3273
11826221,11837249,2,III,QG3273
11857789,11857933,2,III,QG3273
4519757,10145382,2,III,QG3274
11137943,11155373,2,III,QG3274
11275012,11295335,2,III,QG3274
11365286,11385755,2,III,QG3274
11407594,11407631,2,III,QG3274
11411178,11413425,2,III,QG3274
732826,768117,2,III,QG3275
1354322,1354322,2,III,QG3275
9737534,9793651,2,III,QG3275
9948074,9948074,2,III,QG3275
10338516,10338516,2,III,QG3275
12033798,12033909,1,III,QG3275
8522141,8522141,2,III,QG3276
9448940,9448940,2,III,QG3276
10134433,10134433,2,III,QG3276
1688601,1688601,2,III,QG3277
382007,4519691,2,III,QG3278
10920653,10947430,2,III,QG3278
1005434,1036597,2,III,QG3280
10446889,10466319,2,III,QG3280
10493462,10504947,2,III,QG3280
10520536,10543061,2,III,QG3280
10534549,10604307,2,III,QG3280
11034775,11036256,2,III,QG3280
11809183,11826199,2,III,QG3280
382007,4519691,1,III,QG3281
9737534,9793651,2,III,QG3281
1820247,1820484,2,III,QG3282
4519757,10145382,2,III,QG3282
11079034,11079103,2,III,QG3282
1522535,1533567,2,III,QG3283
10780988,10780988,2,III,QG3283
8500803,8577870,2,III,QG3284
11440837,11462881,2,III,QG3284
11809183,11825887,2,III,QG3284
12047930,12069532,2,III,QG3284
9928216,9928216,2,III,QG3285
11092267,11190175,2,III,QG3285
1678533,1679275,2,III,QG3288
9448940,9448940,2,III,QG3288
10466490,10474831,2,III,QG3288
10507084,10507084,2,III,QG3288
10534549,10543061,2,III,QG3288
11573679,11574196,2,III,QG3288
9987785,10000729,2,III,QG3289
10466304,10474851,2,III,QG3289
10521420,10521733,2,III,QG3289
10541766,10550730,2,III,QG3289
10895223,10895515,2,III,QG3289
1631091,1640104,2,III,QG3290
1749624,1776731,2,III,QG3290
8753384,8818844,2,III,QG3290
9896187,9896189,2,III,QG3290
10629259,10783299,2,III,QG3290
382007,4519691,2,III,QG3294
10957682,11028762,2,III,QG3294
11100282,11110244,2,III,QG3294
11809183,11826199,2,III,QG3294
732826,768117,2,III,QG3295
9442469,9631320,2,III,QG3295
11197417,11215998,2,III,QG3295
11708404,11722112,2,III,QG3295
1642552,1685429,2,III,QG3296
1841453,1841459,2,III,QG3296
10910109,10913040,2,III,QG3296
11809183,11826199,2,III,QG3296
11829820,11829866,2,III,QG3296
11857789,11857933,2,III,QG3296
9442469,9631320,2,III,QG3297
9987785,10000729,2,III,QG3297
10306665,10306752,2,III,QG3297
10862021,10890607,2,III,QG3297
11680621,11730467,2,III,QG3297
1642552,1685429,2,III,QG3298
9941472,9941472,2,III,QG3298
10096033,10150516,2,III,QG3298
11092267,11191541,2,III,QG3298
10688891,10702336,2,III,QG3300
10816889,10831239,1,III,QG3300
10831731,10861358,1,III,QG3300
10878746,10878747,1,III,QG3300
10957682,11028762,1,III,QG3300
11722789,11722887,1,III,QG3300
1764993,1764993,2,III,QG3301
9737534,9793651,2,III,QG3301
11517778,11539151,2,III,QG3301
818689,897123,2,III,QG3302
1574109,1574109,2,III,QG3302
1875521,1875521,2,III,QG3302
10043403,10064190,2,III,QG3302
11044864,11044867,2,III,QG3302
382007,4519691,2,III,QG3304
11771854,11771854,2,III,QG3304
1863655,1863681,2,III,QG3305
2025649,2025649,2,III,QG3305
9245531,9312828,2,III,QG3305
9946342,9947529,2,III,QG3305
11576864,11624198,2,III,QG3305
4519757,10145382,2,III,QG3306
10534549,10604307,2,III,QG3306
1474411,1474411,1,III,QG3307
1642552,1685429,1,III,QG3307
11603900,11603900,2,III,QG3307
11725060,11726098,2,III,QG3307
880395,880434,2,III,QG3308
9188753,9214045,2,III,QG3308
9415140,9424358,2,III,QG3308
9442469,9631320,2,III,QG3308
11652824,11654067,2,III,QG3308
382007,4519691,2,III,QG3309
9737534,9793651,2,III,QG3309
9825634,9846192,2,III,QG3309
10878813,10890607,2,III,QG3309
1716489,1723872,2,III,QG3310
9648359,9691347,2,III,QG3310
9825611,9825634,1,III,QG3310
9924341,9941399,1,III,QG3310
10196973,10234027,1,III,QG3310
11709439,11709563,2,III,QG3310
382007,4519691,2,III,QG3312
10446889,10466319,2,III,QG3312
10973378,10973378,2,III,QG3312
11488493,11488723,2,III,QG3312
11707419,11707430,1,III,QG3312
910106,910786,2,III,QG3314
8753384,8818844,2,III,QG3314
9737534,9793651,2,III,QG3314
10088992,10095839,2,III,QG3314
11155455,11165117,2,III,QG3314
9222997,9238293,2,III,QG3316
9869455,9872127,2,III,QG3316
10629259,10783299,2,III,QG3316
10878813,10973375,2,III,QG3316
10957682,11028762,2,III,QG3316
11696693,11697157,2,III,QG3316
1594424,1594941,2,III,QG3317
1642552,1685429,2,III,QG3319
10895515,10913040,2,III,QG3319
10963916,10963916,2,III,QG3319
11092267,11191541,2,III,QG3319
4519757,10145448,2,III,QG3320
10688891,10702336,2,III,QG3320
11173351,11215998,2,III,QG3320
11231703,11231703,2,III,QG3320
1237307,2044911,2,III,QG3321
9629366,9629404,2,III,QG3321
11625532,11629424,2,III,QG3321
1561399,1578445,2,III,QG3322
11775161,11778796,2,III,QG3322
382007,4519691,2,III,QG3324
8555606,8818844,2,III,QG3324
9312726,9312726,1,III,QG3324
9313447,9331130,1,III,QG3324
9987886,10000729,2,III,QG3324
1738054,1738054,2,III,QG3327
9439245,9448931,2,III,QG3327
10957682,11028762,2,III,QG3327
11550041,11550041,2,III,QG3327
1237307,2044911,2,III,QG3331
11155455,11165117,2,III,QG3331
11173351,11215998,2,III,QG3333
11450759,11458898,2,III,QG3333
10318339,10318869,2,III,QG3334
1570515,1582220,2,III,QG3335
9948074,9948074,2,III,QG3335
11809183,11849247,2,III,QG3335
4519757,10145382,2,III,QG3336
11170549,11170549,2,III,QG3336
11608700,11608700,2,III,QG3336
1184359,1184482,2,III,QG3337
10063284,10145382,1,III,QG3337
11091166,11091166,1,III,QG3337
851918,880434,2,III,QG3342
1237307,2044911,2,III,QG3342
10833362,10833362,2,III,QG3342
1301239,1301239,2,III,QG3344
10938250,10938250,2,III,QG3344
1485757,1486178,2,III,QG3346
3904118,3928193,2,III,QG3346
9737666,9744580,2,III,QG3346
11010832,11011044,2,III,QG3346
11483525,11485404,1,III,QG3346
11528723,11572011,1,III,QG3346
11637653,11658587,2,III,QG3346
12121485,12123305,1,III,QG3346
831924,873340,2,III,QG3347
9908889,9908889,2,III,QG3347
1875521,1875521,2,III,QG3349
11092267,11191541,2,III,QG3349
11696693,11697157,2,III,QG3349
1126782,1126794,2,III,QG3351
1624986,1624986,2,III,QG3351
9176385,9182869,2,III,QG3351
10629259,10783299,2,III,QG3351
11411178,11413425,2,III,QG3351
11640511,11640604,2,III,QG3351
12056659,12056659,2,III,QG3351
1270477,1380477,2,III,QG3352
1451851,1485308,2,III,QG3352
9245531,9312828,2,III,QG3352
10878877,10973375,2,III,QG3352
11723999,11724263,2,III,QG3352
382007,4519691,2,III,QG3354
4519757,10145382,2,III,QG3354
10817299,10827450,2,III,QG3354
12029033,12029369,2,III,QG3354
12236068,12237314,2,III,QG3354
322440,322473,2,III,QG3355
1588158,1592729,2,III,QG3355
9368917,9414870,2,III,QG3355
10157927,10202177,2,III,QG3355
11319401,11359691,2,III,QG3355
1203630,1230932,2,III,QG3357
10328171,10339483,2,III,QG3357
11236650,11252062,2,III,QG3357
11468277,11470755,2,III,QG3357
4519757,10145382,2,III,QG3358
817115,818689,2,III,QG3362
1983790,1983790,2,III,QG3362
9442469,9631320,2,III,QG3362
11539151,11658587,2,III,QG3362
382007,4519691,2,III,QG3363
9648359,9691347,2,III,QG3363
10735240,10756270,1,III,QG3363
10766689,10767820,1,III,QG3363
11236650,11252062,2,III,QG3363
11528723,11528723,2,III,QG3363
11707419,11707430,2,III,QG3363
10878813,10973375,2,III,QG3364
11152694,11152694,2,III,QG3364
11173351,11215998,2,III,QG3364
9606263,9606292,2,III,QG3366
10096033,10150516,2,III,QG3366
10446889,10466319,1,III,QG3366
10943794,10943794,1,III,QG3366
11074416,11087320,2,III,QG3366
11091270,11121451,2,III,QG3366
11236891,11236897,2,III,QG3366
11807196,11807196,2,III,QG3366
9192958,9193023,2,III,QG3367
10878813,10973375,2,III,QG3367
11510976,11528723,2,III,QG3367
11741973,11756150,2,III,QG3367
4519757,10145382,2,III,QG3371
2075302,2077347,2,III,QG3372
9924341,9941399,2,III,QG3372
10157927,10202177,2,III,QG3372
11173351,11215998,2,III,QG3372
2011537,2015252,2,III,QG3373
11299794,11359691,2,III,QG3373
11927022,11927022,2,III,QG3373
9448940,9448940,2,III,QG3374
10466490,10474831,2,III,QG3374
10493462,10504947,2,III,QG3374
10534549,10543061,2,III,QG3374
11725060,11726098,2,III,QG3374
11440837,11484214,2,III,QG3377
11857789,11857933,2,III,QG3377
1810697,1811722,2,III,QG3380
11462968,11528642,2,III,QG3380
4519757,10145382,2,III,QG3381
9911629,10474851,2,III,QG3381
10943794,10943794,2,III,QG3381
10993759,11047112,2,III,QG3381
1237307,2044911,1,III,QG3383
624094,624308,2,III,QG3385
9439245,9448931,2,III,QG3385
9987886,10000729,2,III,QG3385
10750285,10750285,2,III,QG3385
11034775,11038887,2,III,QG3385
11252062,11252109,2,III,QG3385
11741973,11806028,2,III,QG3385
1237307,2044911,2,III,QG3387
4519757,10145382,2,III,QG3387
11067438,11067473,2,III,QG3387
1858455,1858639,2,III,QG3391
10541766,10973375,2,III,QG3391
11264717,11281515,2,III,QG3391
9415140,9559938,2,III,QG3392
9987886,10000729,2,III,QG3392
10688891,10702336,2,III,QG3392
1842079,1842079,2,III,QG3394
9597203,9597206,2,III,QG3394
9869494,9911602,2,III,QG3394
11594617,11630829,2,III,QG3394
11706894,11722112,2,III,QG3394
382007,4519691,2,III,QG3395
10920653,10947430,2,III,QG3395
382007,4519691,2,III,QG3396
4519757,10145382,2,III,QG3396
11462968,11528642,2,III,QG3396
11517778,11632982,2,III,QG3396
382007,4519691,2,III,QG3400
11527818,11527818,2,III,QG3400
2012007,2017457,1,III,QG3403
8713328,8869502,1,III,QG3403
11083307,11090855,2,III,QG3403
11544202,11572011,2,III,QG3403
11594617,11630829,2,III,QG3403
1525036,1525036,2,III,QG3404
1583920,1583920,2,III,QG3404
10541766,10973375,2,III,QG3404
4519757,10145382,2,III,QG3408
2038817,2044911,2,III,QG3409
382007,4519691,2,III,QG3410
10318284,10318284,2,III,QG3412
10534549,10604307,2,III,QG3412
10835961,10857736,2,III,QG3412
12137038,12137056,2,III,QG3412
1316877,1316877,2,III,QG3418
1624279,1624279,2,III,QG3418
1738054,1742482,2,III,QG3418
10835961,10857736,2,III,QG3418
11087232,11092019,2,III,QG3418
1642552,1685429,2,III,QG3421
8818934,8871226,2,III,QG3421
10084078,10084408,2,III,QG3421
11070347,11070347,2,III,QG3421
382007,4519691,2,III,QG3427
10606491,10606491,2,III,QG3427
10783154,10783154,2,III,QG3427
11789214,11930804,2,III,QG3427
9342900,9342900,2,III,QG3432
10957862,10957862,2,III,QG3432
11418031,11427304,2,III,QG3432
11680621,11730467,2,III,QG3432
4519757,10145382,2,III,QG3434
1862081,1862144,2,III,QG3437
9941472,9941472,2,III,QG3437
11544202,11549921,2,III,QG3437
1300812,1300812,2,III,QG3440
1708520,1710322,2,III,QG3440
9648359,9691347,2,III,QG3440
10255306,10326182,2,III,QG3440
4519757,10145382,2,III,QG3456
10688891,10702336,2,III,QG3456
11240395,11251812,2,III,QG3456
12174025,12196667,2,III,QG3456
1237307,2044911,2,III,QG3457
10957682,11028762,2,III,QG3457
11137943,11155373,2,III,QG3457
11741973,11806028,2,III,QG3457
11809183,11849247,2,III,QG3457
1284389,1284389,2,III,QG3458
2862726,2864158,2,III,QG3458
9415140,9559938,2,III,QG3458
10541766,10973375,2,III,QG3458
10993759,11047112,2,III,QG3458
11462968,11528642,2,III,QG3458
12044410,12047876,2,III,QG3458
1642552,1685429,2,III,QG3459
4519757,10145382,2,III,QG3459
11612420,11612420,2,III,QG3459
10767859,10778476,2,III,QG3460
382007,4519691,2,III,QG3463
8505895,8517342,2,III,QG3463
11807196,11807196,2,III,QG3463
10675301,10919843,2,III,QG3464
11252062,11252109,2,III,QG3464
1433832,1433841,2,III,QG3465
9987886,10000729,2,III,QG3465
10466304,10474851,2,III,QG3467
10504938,10520536,2,III,QG3467
10541766,10550730,2,III,QG3467
11630955,11630955,2,III,QG3467
11789214,11930804,2,III,QG3467
556624,556624,2,III,QG3468
1769037,1770144,2,III,QG3468
4519757,10145331,2,III,QG3468
11578396,11578396,2,III,QG3468
8566071,8570403,2,III,QG3469
9987886,10000729,2,III,QG3469
10629259,10633184,2,III,QG3469
382007,4519691,2,III,QG3470
4519757,10145382,2,III,QG3470
11137943,11155373,2,III,QG3470
4519757,10145382,2,III,QG3472
10541766,10973375,2,III,QG3472
11100396,11100396,2,III,QG3472
11708404,11722112,2,III,QG3472
12114550,12133334,2,III,QG3472
12262797,12364735,2,III,QG3472
1237307,2044911,2,III,QG3473
9253042,9287297,2,III,QG3473
10675301,10919843,2,III,QG3473
10541766,10973375,2,III,QG3474
11741973,11806028,2,III,QG3474
1565199,1565340,2,III,QG3477
2601791,2601791,2,III,QG3477
9987785,9987824,2,III,QG3477
10957682,10973375,2,III,QG3477
11074416,11087320,2,III,QG3477
11411178,11462881,2,III,QG3477
11857789,11857933,2,III,QG3477
1369558,1369668,2,III,QG3479
10973378,10973378,2,III,QG3479
11137943,11152600,2,III,QG3479
12011193,12011196,2,III,QG3480
897692,897708,2,III,QG3481
1485757,1486178,2,III,QG3481
8454707,8456815,2,III,QG3481
10088992,10157662,2,III,QG3481
11741973,11806028,2,III,QG3481
1237307,2044911,2,III,QG3483
9877843,9877902,2,III,QG3483
10675301,10919843,2,III,QG3483
11197417,11215998,2,III,QG3483
11795883,11796907,2,III,QG3483
1237307,2044911,2,III,QG3485
10541766,10973375,2,III,QG3485
382007,4519691,2,III,QG3488
9344299,9358606,2,III,QG3488
11461288,11462159,2,III,QG3488
10993759,11047112,2,III,QG3489
11517778,11632982,2,III,QG3489
11741973,11806028,2,III,QG3489
9238433,9287297,2,III,QG3491
10096033,10145382,2,III,QG3491
11092267,11121451,2,III,QG3491
11356709,11362330,2,III,QG3491
1198351,1203674,2,III,QG3492
1715685,1715685,2,III,QG3492
10688891,10702336,2,III,QG3492
11704194,11705039,2,III,QG3492
2095208,2128160,2,III,QG3493
10157927,10202177,2,III,QG3493
11755303,11758357,2,III,QG3493
4519757,10145382,2,III,QG3494
10786073,10797358,2,III,QG3495
11796907,11803562,2,III,QG3495
9403351,9405848,2,III,QG3499
10157927,10202177,2,III,QG3499
11539151,11658617,2,III,QG3499
1655129,1660337,2,III,QG3500
3763745,3779605,2,III,QG3500
9631398,9647281,2,III,QG3500
10895223,10895515,2,III,QG3500
11074416,11087320,2,III,QG3500
11789214,11930804,2,III,QG3500
1583920,1583920,2,III,QG3502
9439245,9448931,2,III,QG3502
10675301,10919843,2,III,QG3502
1642552,1651025,2,III,QG3506
4519757,10145382,2,III,QG3506
9911629,10474851,2,III,QG3506
10541766,10973375,2,III,QG3506
4519757,10145382,2,III,QG3507
11017765,11028762,2,III,QG3507
11092267,11121451,2,III,QG3507
11197417,11215998,2,III,QG3507
9445491,9631320,2,III,QG3508
10246920,10254386,2,III,QG3508
11630955,11630955,2,III,QG3508
11789214,11930770,2,III,QG3508
1685226,1685429,2,III,QG3509
2748104,2777699,2,III,QG3509
8546344,8563306,2,III,QG3509
10688891,10702336,2,III,QG3509
1570515,1582220,2,III,QG3510
9439245,9448931,2,III,QG3510
11100282,11110244,2,III,QG3510
9947062,9947062,2,III,QG3511
10892875,10892875,2,III,QG3511
11045495,11050532,2,III,QG3511
1539459,1571485,2,IV,QG3086
2305188,2306654,2,IV,QG3086
2853591,2854087,2,IV,QG3086
11362781,11363017,2,IV,QG3086
11476642,11483668,2,IV,QG3086
11668480,12310370,2,IV,QG3086
2156678,2156678,2,IV,QG3087
10956397,10990693,2,IV,QG3087
478401,478581,2,IV,QG3089
1596498,1691028,2,IV,QG3089
2160349,2233825,2,IV,QG3089
11668640,12310370,2,IV,QG3089
1163031,1182274,2,IV,QG3090
1203447,1259670,2,IV,QG3090
12485834,12500340,2,IV,QG3090
12616788,12627212,2,IV,QG3090
1393202,1393206,2,IV,QG3091
1539459,1571485,2,IV,QG3091
10926564,10965002,1,IV,QG3092
12393313,12429908,1,IV,QG3092
12480429,12481434,2,IV,QG3092
545962,1259670,2,IV,QG3093
2141684,2299103,2,IV,QG3093
12328791,12328791,2,IV,QG3093
551333,1203985,2,IV,QG3094
12322196,12331482,2,IV,QG3094
1522781,1522781,2,IV,QG3095
12274878,12274879,2,IV,QG3095
1203447,2008169,2,IV,QG3096
10564667,10588175,2,IV,QG3096
12485834,12500340,2,IV,QG3096
2696745,2697075,2,IV,QG3097
551333,1203985,2,IV,QG3100
1324889,1690447,2,IV,QG3100
1596728,2007759,1,IV,QG3100
2141684,2299103,1,IV,QG3100
11925545,12184621,2,IV,QG3100
12393313,12429908,2,IV,QG3100
1439462,1439876,2,IV,QG3101
10787481,10891853,2,IV,QG3101
1324889,1690284,2,IV,QG3102
12280472,12280472,2,IV,QG3102
12485834,12500351,2,IV,QG3102
545752,1259670,2,IV,QG3103
1324889,1690321,2,IV,QG3103
12393313,12437720,2,IV,QG3103
2396910,11628205,2,IV,QG3104
12322196,12578621,2,IV,QG3104
1202918,2007759,2,IV,QG3105
2160415,2233786,2,IV,QG3105
2396910,11627896,2,IV,QG3105
1596728,2443480,2,IV,QG3106
2596232,2600170,2,IV,QG3106
11971997,11971997,2,IV,QG3106
545752,1259670,2,IV,QG3107
1324889,1691594,2,IV,QG3107
2283892,2303215,2,IV,QG3107
10433688,10433688,2,IV,QG3107
1316715,1316715,2,IV,QG3109
11484431,11484431,2,IV,QG3109
11926014,12184609,2,IV,QG3109
1596728,2007556,2,IV,QG3110
11662110,12310151,2,IV,QG3110
1123140,1123140,2,IV,QG3111
1596756,1690487,2,IV,QG3111
3310718,3318506,2,IV,QG3111
10655476,10657715,2,IV,QG3111
12160364,12170904,2,IV,QG3111
12466652,12496624,2,IV,QG3111
1596728,2443477,2,IV,QG3112
11662110,12310364,2,IV,QG3112
1596558,2443465,2,IV,QG3113
12322196,12578671,2,IV,QG3113
271147,271147,2,IV,QG3114
717379,723875,2,IV,QG3114
2160374,2233825,2,IV,QG3114
10832418,10856860,1,IV,QG3114
12393092,12429908,1,IV,QG3114
551714,1203895,2,IV,QG3115
1203447,2007556,2,IV,QG3115
1596756,2443384,2,IV,QG3115
12857899,12921111,2,IV,QG3115
340717,340800,2,IV,QG3116
1596498,2438944,2,IV,QG3116
11621978,11622307,2,IV,QG3116
12485834,12500340,2,IV,QG3116
551333,1203572,2,IV,QG3118
2651046,2697638,2,IV,QG3118
12518292,12529978,2,IV,QG3118
2141679,2299103,2,IV,QG3119
1420358,1421134,2,IV,QG3120
11534378,11545107,2,IV,QG3120
12429929,12437268,2,IV,QG3120
551333,1204668,2,IV,QG3121
1203447,2007555,2,IV,QG3121
2331488,2332055,2,IV,QG3121
9416560,9424805,2,IV,QG3121
12160364,12170916,2,IV,QG3121
12661318,12661321,2,IV,QG3121
1596728,2008169,2,IV,QG3122
3152016,3152033,2,IV,QG3122
12393313,12429908,2,IV,QG3122
12474430,12496624,2,IV,QG3122
1203447,2007759,2,IV,QG3123
10831240,10850784,2,IV,QG3123
11108969,11318269,2,IV,QG3123
678524,716295,2,IV,QG3124
5587495,10027819,1,IV,QG3124
1324889,1691039,2,IV,QG3125
11400068,11416262,2,IV,QG3125
12322221,12578880,2,IV,QG3125
1407382,1410149,2,IV,QG3126
1866115,1992785,1,IV,QG3126
11644646,11737196,1,IV,QG3126
1184300,1194068,2,IV,QG3127
1866115,1992847,2,IV,QG3127
11668480,12310370,2,IV,QG3127
11662110,11737196,2,IV,QG3128
1596498,2008169,2,IV,QG3129
10502818,10522089,2,IV,QG3129
1539459,1571485,2,IV,QG3130
1596498,2438944,2,IV,QG3130
9416560,9424805,2,IV,QG3130
11062830,11105169,2,IV,QG3130
11668480,12310370,2,IV,QG3130
1588466,1591798,2,IV,QG3134
2160349,2233825,2,IV,QG3134
2311989,2399343,2,IV,QG3134
11108969,11318269,2,IV,QG3134
12322196,12578880,2,IV,QG3134
1596498,1691594,2,IV,QG3135
1992998,2008169,2,IV,QG3135
12429929,12437720,2,IV,QG3135
12550571,12552807,2,IV,QG3135
